"fid","distance","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"93J3-TR6",104139.832665159,51.76827,11.46084,"Aschersleben, Aschersleben-Staßfurter Landkreis, Saxony-Anhalt, Germany",52.25874,12.7552,"Kloster Lehnin, Potsdam, Brandenburg, Deutschland"
"93JG-NYF",137064.840671436,53.0125,-1.6678,"Bradley, Derbyshire, England",51.9146,-2.5827,"Ross-on-Wye, Herefordshire, England"
"93KF-J1Y",177886.47801417,52.5727,-1.8231,"Sutton Coldfield, Warwickshire, England",51.11974,-2.9,"Somerset, England, United Kingdom"
"93LJ-F86",394479.846282096,41.21667,-8.56667,"Porto Carreiro, Porto, Portugal",40.43,-4,"España"
"93LW-FNH",5104380.37682232,52.4379,-1.6496,"England",41.842,-69.979,"Eastham, Plymouth Colony, British Colonial America"
"93MY-Z67",127117.330451014,51.5226,-1.1489,"Streatley, Berkshire, England",51.85229,0.61466,"Earl, Essex, England"
"93MZ-1FQ",303815.141459836,39.8333,-4,"Toledo, Castilla-La Mancha, España",37.44701,-5.69608,"Sevilla, Andalucía, España"
"93QC-WRW",235896.728616222,47.3272,5.044,"Dijon, Côte-d'Or, Bourgogne, França",45.47163,6.52835,"Salins-les-Thermes, Savoie, Rhône-Alpes, França"
"93QF-7RM",187580.075610634,51.49976,-3.45579,"Breigan, Llansanwyr, Glamorgan, Wales, United Kingdom",53.1847,-3.4228,"Cefn, Denbighshire, Wales"
"93QM-JF9",103408.074918561,52.4379,-1.6496,"England",53.3413,-1.2911,"Wales England"
"93QW-V42",159704.597255518,51.92121,-4.02676,"Llandyfeisant, Carmarthenshire, Wales",53.25022,-3.13731,"Flintshire, Wales"
"93R4-KXS",164853.838317295,52.4785,-0.365,"Lutton, Northamptonshire, England",51.24461,0.96119,"Chilham, Kent, England"
"93RB-1XB",361424.653775579,48.50307,-1.39692,"Argouges, Manche, Normandy, France",51.7498,-1.4037,"Stanton Harcourt, Oxfordshire, England"
"93RW-5CP",324743.725695138,47.7,9.68333,"Hirscher, Bodnegg, Ravensburg, Baden-Württemberg, Alemania",47.5,14,"Austria"
"93T9-FVT",255550.465378317,48.7398,6.1759,"Lorraine, France",46.67,4.7,"Saône-et-Loire, Bourgogne-Franche-Comté, France"
"93VV-JRR",162268.736685379,50.7265,-3.528,"Exeter, Devon, England",50.85636,-1.23114,"Titchfield, Hampshire, England"
"93WJ-W32",5185541.21945697,52.4379,-1.6496,"England",41.61667,-70.98333,"Dartmouth, Bristol, Massachusetts Bay Colony, British Colonial America"
"93WR-TBF",5032019.20201616,50.7639,-3.1384,"Northleigh, Devon, England",43.2,-70.91666,"Dover, Strafford, New Hampshire, British Colnial America"
"93ZD-9G3",259665.387281263,53.95878,-1.08248,"Talbey, Yorkshire, England",55.9535,-3.1892,"Edinburgh Castle, Scotland"
"9414-T8P",170333.151718306,55.4,-1.7,"Alnwick Castle, Northumberland, England",53.88333,-1.35,"Bramham, Yorkshire, England"
"9414-TTD",123962.369114652,54.7113,-2.8746,"Skelton, Cumberland, England",54.56666,-0.96666,"Skelton Castle, Yorkshire, England"
"941F-85K",123348.591936547,53.51667,-1.22925,"High Melton, Yorkshire, England",52.4379,-1.6496,"England"
"9447-2N6",252353.127525231,51.93333,9.93333,"Winzenburg, Alfeld, Provinz Hannover, Preußen, Deutsches Reich",51,13.25,"Saxony Germany, Saxony Germany"
"944M-VTP",138136.474949199,51.55573,-0.23209,"Middlesex, England",52.4379,-1.6496,"England"
"9455-T1S",306411.979608068,53.15812,-0.23925,"Lincolnshire, England, United Kingdom",50.9114,-2.8253,"Hinton Saint George, Somerset, England"
"946P-W6L",1084459.51579747,47.79879,18.74345,"Esztergom, Esztergom Megye, Hungary",41.15,28.75,"Lake Ohrid, Byzantine Bulgaria, Byzantine Empire"
"9474-63Q",722232.479855557,45.667,0.0833,"Valence, Charente, Poitou-Charentes, France",51.8254,-3.0201,"Abergavenny, Monmouthshire, Wales, United Kingdom"
"9474-6XV",738981.997554847,49.08887,-0.23687,"Conteville, Calvados, Normandy, France",55.61457,-2.23749,"Durham, Northumberland, England"
"947C-GBG",146122.641979812,52.4379,-1.6496,"England",52.71572,0.46158,"Middleton, Norfolk, England"
"947T-RM5",114033.899100314,56.20604,-2.76658,"Saint Monance, , Fife, Scotland",55.236,-2.182,"Otterburn, , Northumberland, England"
"9481-6GV",5333388.18184331,52.4379,-1.6496,"England",41.31,-72.9242,"New Haven, New Haven, Connecticut Colony, British Colonial America"
"948L-FYP",133074.183768418,51.66666,-4.91666,"Pembroke Castle, Pembrokeshire, Wales",51.94455,-3.03625,"Llanthony Prima Priory, Monmouthshire, Wales"
"949D-CGJ",107792.819856318,51.78703,-4.2256,"Llangyndeyrn, Carmarthenshire, Wales",52.0558,-2.7172,"Grey Friar's Parish, Herford, Herfordshire, England"
"949F-1NF",472690.47704661,49,11.5,"Andechs, Bavaria, Holy Roman Empire",51.3102,17.064,"Trzebnica Abbey, Silesia, Poland"
"949J-F1Q",116231.451537021,52.1167,11.6333,"Magdeburg, Magdeburg, Saxony-Anhalt, Germany",51.1536,12.2831,"Groitzsch, Kreis Leipzig, Sachsen, Tyskland"
"949J-GDX",306905.23631613,48.43056,0.08355,"Alençon, Orne, Normandie, França",46,2,"France"
"949M-LGW",239187.691078762,46,2,", , , France",47.39917,-0.37802,"Blaison, Maine-et-Loire, Pays de la Loire, France"
"949M-LVS",240684.368171405,46,2,", , , France",48.0933,2.7943,"Ferrières en Gâtinais, Loiret, Centre-Val de Loire, France"
"949N-5W6",155565.59242991,51,12.4167,"Orlamunde, Sachsen-Altenburg, Thuringia",50.48668,10.36257,"Germany, Henneberg, Henneberg, Deutschland(HRR)"
"949N-Z2W",168535.128888263,47.7822,1.071,"Vendôme, Loir-et-Cher, Centre, France",47.1836,3.1288,"La Charite Sur Loire, Nievre, Bourgogne, France"
"949S-MDP",181262.484348791,45.3977,4.3259,"Le Chambon-Feugerolles, Loire, Auvergne-Rhône-Alpes, France",45.3771,2.0075,"Rosiers-d'Égletons, Ussel, Corrèze, Nouvelle-Aquitaine, France"
"949X-HJK",457139.838619922,52.06458,-2.02507,"Elmley Castle, Worcestershire, England",56.08333,-3.46667,"Dunfermline, Fife, Scotland"
"94BN-14G",309976.700159076,44.3333,0.5,"Lot-et-Garonne, Nouvelle-Aquitaine, France",47.1173,0.4194,"Isle Bouchard, Indre-et-Loire, Centre, France"
"94BN-P8D",136723.740789412,48.85,2.2,"Hauts-de-Seine, Île-de-France, France",49.9592,3.0106,"Driencourt, Somme, Picardie, France"
"94BP-X4Z",1263219.09521709,41.15,28.75,"Constantinople, Anatolia, Byzantine Empire",50.75,37.5,"Belgorod Oblast, Russia"
"94C5-D5F",101403.141663822,53.22762,-0.89808,"Tuxford, Nottinghamshire, England",52.4379,-1.6496,"England"
"94F6-N3G",336193.597112763,46.8229,5.5864,"Toulouse-le-Château, Jura, Franco Condado, Francia",43.91667,4.41667,"Nîmes, Gard, Languedoc-Roussillon, France"
"94K9-WZ4",507875.567215997,53.38889,-7.42333,"New Forest, County Westmeath, Ireland",51.7,-0.45,"Kings Langley, Hertfordshire, England"
"94KB-63W",277753.717048354,50.9833,-4.0167,"Atherington, Devon, England",51.51,-0.12,"London, England"
"94KY-5WF",5673930.97259263,55.5,-4.5,"of Bar, Gelston, Ayrshire, Scotland",39.12361,-80.04167,"Norfolk, Independent Cities, Virginia, United States"
"94L2-7QN",854042.449650292,34.95,-81.93,"Spartanburg, Spartanburg, South Carolina, United States",36.3164,-91.2225,"Ravenden Springs, Randolph, Arkansas, United States"
"94LK-ZWV",102843.584921427,57.45481,-2.76884,"Strathbogie, Banffshire, Scotland",56.81667,-4,"Atholl, Perthshire, Scotland"
"94N8-ZJT",178877.921180537,52.33781,-1.56089,"Brandeston, Warwickshire, England",52.2751,1.0653,"Suffolk, England"
"94ND-4CB",425092.226256368,51.15,-1.68333,"Newton Tony, Wiltshire, England",54.8794,-3.0493,"Great Orton, Carlisle, Cumberland, England"
"94ND-4VZ",272514.685335351,54.78259,-2.83645,"Hesket in the Forest, Cumberland, England",52.4379,-1.6496,"England"
"94NH-919",101914.34649026,53.18268,-2.53046,"Woodhey, Cheshire, England",52.4379,-1.6496,"England"
"94PD-3LX",187902.110509698,52.2143,-0.5036,"Bletsoe, Bedfordshire, England",50.8009,-1.9864,"Wimborne Minster, Dorset, England"
"94PV-64P",251074.300156668,52.2535,1.3416,"Dennington, Suffolk, England",50.698,-1.2812,"Barton, Segrave, Northamptonshire, England"
"94QP-C19",297382.282424779,53.02703,-2.46445,"Hatherton, Cheshire, England",51.22608,0.75054,"Kent, England"
"94QW-5B5",5291670.26659554,52.66121,1.66269,"Filby, Norfolk, England",42.939,-70.838,"Hampton, Rockingham, New Hampshire, British Colonial America"
"94R3-CRS",165690.540490827,53.31394,-2.7161,"Clifton, Cheshire, England",51.8832,-2.0404,"Charlton Kings, Gloucestershire, England"
"94R3-NQG",162359.002759607,55.40778,-1.72863,"Alnwick, Northumberland, England",53.95871,-2.01505,"Craven, Yorkshire, England"
"94R7-SMN",124712.778662008,52.20466,-2.05609,"Grafton Flyford, Worcestershire, England",51.5477,-0.5861,"Stoke Poges, Buckinghamshire, England"
"94RB-PL1",268871.655211839,53.15,-4.26667,"Caernarfon, Caernarfonshire, Wales",50.8715,-2.9642,"Chard, Somerset, England"
"94RC-RQV",184339.211740009,53.15202,-0.00429,"Bolingbroke Castle, Bolingbroke Soke, Lincolnshire, England",51.498,-0.135,"Westminster, Middlesex, England"
"94RF-8W3",550867.558824138,46,2,"France",50.8583,0.5803,"Hastings, Sussex, England"
"94RF-GQZ",178040.52397123,51.1103,-3.0912,"Enmore, Somerset, England",52.4379,-1.6496,"England, United Kingdom"
"94RF-SG9",979105.462157478,52.1824,-0.8038,"Horton, Hardingstone, Northamptonshire, England",43.5,1.3,"Gascony, Midi-Pyrenees, France"
"94RQ-Q21",107585.35357449,52.10269,-0.65614,"Little Crawley, Buckinghamshire, England",52.50963,-2.08985,"Dudley, Worcestershire, England,"
"94RX-VNN",211521.772489451,52.67827,0.97259,"Norfolk, England",50.8736,0.0112,"Lewes, Sussex, England"
"94RZ-9KC",330239.21040009,46.3062,4.8298,"Mâcon,71270,Saône-et-Loire,Bourgogne-Franche-Comté,FRANCE,",49.1333,6.1667,"Metz, Lorraine, Holy Roman Empire"
"94T6-NJF",352372.972721392,52.5681,-1.0592,"Newton Harcourt, Leicestershire, England",49.4056,-1.2753,"Turqueville, Manche, Basse-Normandie, France"
"94T6-PTH",529151.051546328,46,2,"France",50.7505,2.2522,"Saint-Omer, Pas-de-Calais, Nord-Pas-de-Calais, France"
"94TD-BCB",3308326.49376344,50.5011,4.1091,"Le Roeulx, , , Hainaut, België",31.67,35.25,"Palestina"
"94TN-WVJ",127482.156632237,55.9333,-5.5,"Knapdale, Argyll, Scotland",56.81674,-4.18396,"Scotland"
"94WB-DPN",114836.744724121,51.88419,-2.14462,"Gloucestershire, England",52.9,-1.85,"Uttoxeter, Staffordshire, England, United Kingdom"
"94WS-HLC",5431688.42360859,51.51,-0.12,"London, Middlesex, England",41.62,-72.75,"Connecticut, British Colonial America"
"94Y9-2QS",205862.055917096,52.0806,-2.2371,"Hanley Castle, Worcestershire, England, United Kingdom",51.9181,0.7552,"Chappel, Essex, England"
"94Y9-X5M",125215.78043904,55.2,-4.66667,"Carrick, Ayrshire, Scotland",55.9535,-3.1892,"Abbey of Holyrood, Edinburgh, Midlothian, Scotland"
"94Y9-XDF",130539.017470089,50.0217,3.67,"Oisy, Aisne, Picardie, France",51.1261,4.2908,"Rupelmonde, Kruibeke, East Flanders, Belgium"
"94YN-5LG",5240809.11650445,50.9671,-3.1141,"Pitminster, Somerset, England",41.70111,-72.67,"Wethersfield, Hartford, Colony of Connecticut, British Colonial America"
"94YW-FM9",157341.607332749,54.6311,-2.8397,"Dacre, Cumberland, England",53.23333,-2.48333,"Shipbrook, Cheshire, England"
"94ZB-4M4",179458.615378263,52.4379,-1.6496,"England",52.67827,0.97259,"Norfolk, England"
"94ZD-P2N",120629.328660451,52.6886,-0.4642,"Ryhall, Rutland, England",52.0924,-1.947,"Evesham, Worcestershire, England"
"94ZR-GKF",183828.451968059,50.89575,-2.60193,"Ryme Intrinsica Liberty, Dorset, England",52.4379,-1.6496,"England"
"9687-7K6",3694998.44994887,42.6444,-74.7251,"Decatur, Otsego, New York, United States",45.72778,-121.48528,"White Salmon, Klickitat, Washington, United States"
"968G-ZMQ",213784.365084729,54.2527,-2.7022,"Prestonpatrick, Preston Richard, Westmoreland, England",52.4379,-1.6496,"England"
"969F-PCX",5391482.84735633,52.4379,-1.6496,"England",41.0523,-73.5394,"Stamford, Fairfield, Connecticut, British Colonial America"
"971N-SXM",5229957.0764302,50.73178,-2.75697,"Bridport, Dorset, England, United Kingdom",42.32558,-72.64143,"Northampton, Hampshire, Massachusetts, United States"
"973X-7DK",104503.287563015,53.6483,-6.8632,"Rathmore, County Meath, Ireland",53,-8,",Plattyn,Meath,Ireland"
"974C-4FT",234518.353714413,50.74581,-3.2824,"Thorne, Ottery Saint Mary, East Devon district, Devonshire, England, United Kingdom",52.81925,-2.67936,"Moreton Corbet, Shropshire Unitary authority, Shropshire, England, United Kingdom"
"977N-DLY",274863.933762672,51.0526,-3.8042,"North Molton, Devon, England",52.5681,-0.6505,"Haringworth, Northamptonshire, England"
"97D4-D9M",284615.993217846,50.73646,-3.71887,"Devon, England",52.71389,-1.10152,"Ashby de la Zouche, Leicestershire, England"
"97GX-797",181053.984931499,55.2,-3.8667,"Kirkcudbright, Dumfries-Shire, Scotland",56.81674,-4.18396,"Scotland"
"97H8-T1C",304325.0246638,51,13,"Sachsen, Preußen, Deutschland",53.4718,14.9079,"Pommern, Preußen, Deutschland"
"97KG-1RF",228557.292486038,50.9142,-3.8693,"Chumleigh, Devon, England",52.4379,-1.6496,"England"
"97LW-YQ8",703871.814345855,55.7598,13.0176,"Löddeköpinge, Malmöhus, Sweden",62,15,"Sweden"
"97NF-KWC",123396.518063567,52.7272,0.11155,"Saint Giles' Church, Tydd Saint Giles, Cambridgeshire, England",52.4379,-1.6496,"England"
"97Z8-H54",136267.815186219,51.43333,-0.31667,"Twickenham, Middlesex, England",50.8009,-1.9864,"Wimborne Minster, Dorset, England"
"9814-7H1",1135329.95432906,51.9344,0.2524,"Henham, Essex, England",45.5308,12.3308,"Venice, Veneto, Italy"
"98KF-K7W",5293857.89041175,52.66667,1.7,"Ormesby Saint Margaret, Norfolk, England",42.939,-70.838,"Hampton, Rockingham, Colony of New Hampshire, British Colonial America"
"993B-X83",5315639.97471564,51.8828,0.9139,"Colchester, Colchester Borough, Essex, England",41.70417,-70.23056,"Yarmouth, Barnstable, Massachusetts Bay, British Colonial America"
"994L-SSD",183647.038386731,53.15812,-0.23925,"Welles, Lincolnshire, England",51.51,-0.12,"London, England"
"994W-JSF",5267031.53105013,52.48481,0.92904,"Shropham, Norfolk,, England",42.7,-70.83333,"Ipswich, Essex, Massachusetts Bay Colony, British Colonial America"
"995H-D5T",323140.319189682,52.4379,-1.6496,"England",55.33405,-1.98349,"Northumberland, England, United Kingdom"
"9974-Q17",128899.822283654,52.4177,-0.5687,"Lowick, Northamptonshire, England",53.51303,-1.19231,"Spotbrough, Yorkshire, England"
"997X-99C",531727.942718495,46.0409,0.9574,"Mortemart, Haute-Vienne, Nouvelle-Aquitaine, France",50.5817,3.1889,"Bouvines, Nord, Hauts-de-France, France"
"9982-4NZ",107914.343504002,51.07865,-1.31703,"Itchell, Hampshire, England",51.9987,-0.826,"Whaddon, Buckinghamshire, England"
"998F-RBL",476044.115859637,45.6667,3,"Clermont-Ferrand,63000,Puy-de-Dôme,Auvergne-Rhône-Alpes,FRANCE,",49.5145,5.7693,"Longwy, Meurthe-et-Moselle, Lorraine, France"
"998F-RYD",285250.982793558,49.34185,3.81814,"Bourgogne, Marne, Champagne-Ardenne, France",47.2396,6.0209,"Besançon, Doubs, Franche-Comté, France"
"999Y-LF2",176529.069822381,51.2,-2,"Wessex",50.9181,0.483,"Battle of Hastings, Battle, Sussex, England"
"99C5-CG2",154951.460145705,51.10949,-2.32161,"Stourton, Wiltshire, England",52.4379,-1.6496,"England"
"99D8-9YK",147207.641821493,51.51,-0.12,"London, [Parish], Middlesex, England",52.4379,-1.6496,"England"
"99F2-NXK",368607.118986042,51.83747,-0.18951,"Ewias, Hertsfordshire, England",50.45,-4.98333,"Lanherne, Cornwall, England"
"99F5-G3S",215699.8225025,52.64306,-2.71362,"Shropshire, England",51.2199,-0.58061,"Artington, Surrey, England"
"99FT-85D",114480.702908123,52.33022,-3.76641,"Wales",53.29127,-4.37203,"Bandt, Anglesey, Wales"
"99GY-92M",204253.034646433,53.2638,0.1833,"Alford, Lincolnshire, England",53.1306,-2.8717,"Aldford, Cheshire, England"
"99JL-VFV",163229.843433721,53.92185,-0.70772,"Nunburholme, Yorkshire, England",54.6697,-2.8691,"Greystoke, Cumberland, England"
"99K2-81M",128285.698764513,45.0773,7.4019,"Avigliana, Torino, Piemonte, Italia",45.5673,5.9184,"Chambéry, Savoie, Auvergne-Rhône-Alpes, Francia"
"99KP-CPN",214976.353881429,49.86836,0.71163,"Saint-Valéry-en-Caux, Seine-Maritime, Upper Normandy, France",50.6394,-2.0578,"Corfe Castle, Dorset, England (Died of starvation)"
"99LP-BYW",243745.077396186,50.88333,-0.31667,"Bramber, Sussex, Inglaterra",51.95,-3.3833,"Brecon, Powys, Wales"
"99LT-LNP",434534.621779956,52.09609,-9.60725,"County Kerry, Ireland",52.5021,-3.2567,"County Kerry, Ireland, United Kingdom"
"99N6-RF5",243972.914139336,49.2736,5.3119,"Brabant-sur-Meuse, Basse-Lorraine, France",50.27351,2.29164,"Abbaye de Cercamp, Nord-Pas-de-Calais, France"
"99PG-G2M",549461.719168248,49.06,-0.11,"Normandy, France",53.95878,-1.08248,"Yorkshire, England"
"99PT-57M",304357.730699894,48.91022,11.76045,"Schwaben, Kelheim, Bayern, Germany",51.64254,11.60637,"Kloster Gerbstedt, Gerbstedt, Mansfelder Land, Sachsen-Anhalt, Deutschland"
"99QH-ZFG",151485.340051651,51.69024,0.20001,"Ongar, Essex, England",52.4379,-1.6496,"England"
"99QP-2HS",153744.882442771,52.79646,-2.99541,"Knockin in Oswestry, Shropshire, England",52.91667,-0.71667,"Sedgebrook, Lincolnshire, England"
"99QR-18P",16090368.0775961,49.0294,0.5731,"Ferrières-Saint-Hilaire, Eure, Normandy, France",-14.3033,-170.7085,"Died as result of fued in duel with Hugh de Montfort"
"99QR-57N",262718.248714644,51.6714,-4.908,"Pembroke, Pembrokeshire, Wales",53.0167,-1.7333,"Ashbourne, Derbyshire, England"
"99QR-DC6",1107775.51673946,50.64032,5.56959,"Liège, Belgium",41.9051,12.4971,"Rome, Provincia di Roma, Latium, Italy"
"99RH-7CK",736843.342319076,47.9167,20.4,"Eger, Hungary",48.1667,10.5,"Weissenau Abbey, Swabia"
"99SD-Z4Q",693760.251702675,45.4674,7.8796,"Ivrea, Torino, Piemonte, Italy",51.0538,3.7216,"Ghent, Oost-Vlaanderen, Belgium."
"99VV-38W",231836.502378711,43.2983,5.3832,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France",45.3497,4.8809,"Anjou, Isère, Rhône-Alpes, France"
"99W3-JKH",285064.878366457,53.15812,-0.23925,"Knayth, Lincolnshire, England",55.5276,-1.9061,"Chillingham, Northumberland, England"
"99W6-GSF",237044.451718357,52.1424,-0.9161,"Stoke Bruerne, Northamptonshire, England",51.736,-4.307,"Kidwelly, Carmarthenshire, Gales, United Kingdom"
"99WT-3CX",177218.522035484,51.11974,-2.9,"Somerset, England",52.71,-2.78,"Shrewsbury, Shropshire, England"
"99Y7-68F",161623.080423616,53.98333,-2.25,"Halton, Yorkshire, England",55.4,-1.7,"Alnwick Castle, Northumberland, England"
"99YG-KNB",189240.593252308,52.4379,-1.6496,"England",50.766,-2.14508,"Dorset, England"
"99ZJ-6CD",177958.574654471,52.33875,-2.38944,"Rockhill, England",51.99354,0.15551,"Wygpet, Arkesden, Essex, England"
"9C33-YSM",176295.421333916,50.9478,-2.515,"Sherborne, Dorsetshire, England",52.4379,-1.6496,"England"
"9C38-HZ2",119981.21873104,52.6325,-1.69,"Tamworth, Staffordshire, England",53.7103,-1.6976,"Liversedge, Yorkshire, England"
"9C3M-P83",143766.855140213,53.7232,-1.8597,"Halifax, Yorkshire, England",52.4379,-1.6496,",ENGLAND"
"9C3T-8NY",411583.615818307,51.95888,-2.39337,"Pauntley, Gloucestershire, England",49.9167,2.5,"Y, Somme, Picardie, France"
"9C3W-DQC",159463.791755332,55.03333,-1.51667,"Backworth, Northumberland, England",53.73333,-0.48333,"Swanland, Yorkshire, England"
"9C3W-DQQ",238109.745529932,51.59436,-0.47481,"Harefield, Middlesex, England",53.73333,-0.48333,"Swanland, Yorkshire, England"
"9C3W-DQV",248713.982654941,53.73333,-0.48333,"Swanland, Yorkshire, England",51.51,-0.12,"London, England"
"9C3W-V65",254137.085414055,51.5525,-1.1518,"Moulsford, Berkshire, England",51.69715,-4.82219,"Carew Castle, Pembrokeshire, Wales"
"9C4C-QMV",179374.915387335,57.2458,-2.8811,"Kildrummy, Aberdeenshire, Scotland",55.96357,-4.65444,"Cardross, Dunbartonshire, Scotland"
"9C4F-19Y",264321.787765264,52.2242,0.2248,"Stow cum Quy, Cambridgeshire, England",54.33333,-1.6,"Hackforth, Yorkshire, England"
"9C4G-MKY",5323520.24610754,54.2695,-0.9315,"Kirkbymoorside, Yorkshire, England",41.546,-73.208,"Woodbury, Fairfield, Connecticut Colony, British Colonial America"
"9C4Q-K8M",215740.198748596,49.0062,1.9077,"Meulan, Yvelines, Île-de-France, France",48.0833,-0.6667,"Pays De La Loire, Normandy, Mayenne, France"
"9C66-MYR",115732.828723732,52.078,-0.0561,"Bassingbourn, Cambridgeshire, England, United Kingdom",52.4379,-1.6496,"England"
"9C69-W22",424279.961585136,48.7409,9.72058,"Hohenstaufen, Baden-Würtemberg, Germany",50.89,4.84,"Leuven, Brabant, Belgium"
"9C6J-5P5",128872.328215301,53.33333,0.25,"Mablethorpe, Lincolnshire, England",53.2156,-1.676,"Bakewell, Derbyshire, England"
"9C6J-5YW",136325.207355841,53.6621,-1.7036,"Upper Hopton, Yorkshire, England",52.4379,-1.6496,"England"
